Precio,Localidad,Tamano,Habitaciones,Descripcion,Link,Descripcion_larga,Distrito,Operacion
1900,Dúplex en Avenida de Madrid 21,167,3,Planta 3ª exterior con ascensor,/inmueble/109205652/,"
Precioso dúplex, muy amplio y bien distribuido, con 6 armarios grandes empotrados con maletero y aire acondicionado en todas las estancias. 2 baños amplios y 1 aseo. 2 Terrazas. Suelo de parquet de roble americano. Gran zona verde común, con parque infantil, pista de pádel, gimnasio, sauna, piscina con merendero. 2 Pla
",ALCOBENDASMADRID,alquiler
1100,Piso en Calle de Antonio López 7,55,2,Bajo exterior sin ascensor,/inmueble/109342305/,"
SE ALQUILA A TRAVÉS DEL ""PLAN ALQUILA"" DE LA COMUNIDAD DE MADRID. Es imprescindible familiarizarse con el proceso y estar en condiciones de pasar la prueba de solvencia. Código de la vivienda V-276189
Distribuido en amplio salón, 2 habitaciones exteriores, cocina equipada y baño completo. Recién reformada a estrenar.
",ALCOBENDASMADRID,alquiler
1800,Piso en Paseo de la Chopera 198,120,2,Planta 2ª exterior con ascensor,/inmueble/109274567/,"
ALQUILER PISO EN ALCOBENDAS – Paseo de la Chopera 198
Calidad de vida, amplitud y tranquilidad a un paso de Madrid.
Descubre este piso de 120 m2 en urbanización privada con piscina, zonas verdes y todos los servicios. ¡Una vivienda luminosa, cómoda y lista para entrar a vivir!
Distribución inteligente y espacios ampl
",ALCOBENDASMADRID,alquiler
1100,Piso en Calle del Marqués de la Valdavia Alcobendas Centro,70,2,Bajo exterior con ascensor,/inmueble/90920953/,"
NEW HOUSE INMOBILIARIA presenta en exclusiva este precioso bajo con patio recién reformado a estrenar.
2 habitaciones con armario empotrado, salón con cocina estilo americana, amplio baño y precioso y amplio patio privado.
Cerca de Metro y Autobus con todos los servicios en su alrededor.
2 meses de fianza
IMPORTANT
",ALCOBENDASMADRID,alquiler
1000,Dúplex en Carretera de Fuencarral 56,Bajo,71,,/inmueble/108721480/,"
Estupendo piso diáfano de 71 m² – Versátil y bien ubicado Edif. Neogreen
Se alquila piso diáfano de 71 m², ideal para quienes buscan un espacio abierto, versátil y adaptable a diferentes necesidades (vivienda, estudio o despacho). La vivienda cuenta con un baño completo con plato de ducha y agua caliente.
Actualmente
",ALCOBENDASMADRID,alquiler
1100,Estudio en Calle de la Marquesa Viuda de Aldama Alcobendas Centro,Planta,38,,/inmueble/106821627/,"
Disfruta de este espacio diafano y funcional, dispone de cocina americana completamente equipada zona de estar y zona dormitorio, cuenta con cuarto de wc con ducha luminoso y comodo proximo a red de metro y cercanias, muy centrico y disponible por estancias minimas de un mes.
",ALCOBENDASMADRID,alquiler
1350,Piso en Norte Alcobendas,98,2,Planta 1ª exterior con ascensor,/inmueble/108610037/,"
Salon y todas las habitaciones son independientes, suelos de parquet, ventanas climalit, calefacción individual por gas, lavadero-tendedero en la cocina, conserje.
Próximo a estación de Cercanias y Metro, ambulatorio, polideportivo y comercio de proximidad.
",ALCOBENDASMADRID,alquiler
1350,Dúplex en Carretera de Fuencarral Valdelacasa,75,1,Planta 1ª exterior con ascensor,/inmueble/109427569/,"
VOLGA REAL ESTATE tiene el placer de presentar en alquiler este exclusivo loft en Alcobendas, ubicado en una de las zonas más consolidadas del municipio, con un entorno que combina a la perfección áreas residenciales y espacios empresariales. Su excelente ubicación, con fácil acceso a Madrid y una amplia oferta de serv
",ALCOBENDASMADRID,alquiler
1099,Estudio en Avenida del Monte Valdelatas 40,Bajo,22,,/inmueble/108193914/,"
Tu nuevo hogar a las puertas de Madrid te espera en Livensa Living Studios Madrid Alcobendas
Descubre una forma innovadora de vivir con total comodidad y estilo en uno de los entornos más modernos y tranquilos del norte de Madrid. Nuestro concepto de flex-living combina diseño funcional, servicios premium y una ubicac
",ALCOBENDASMADRID,alquiler
650,Estudio en Calle de Gerona Alcobendas Centro,Planta,29,3 horas,/inmueble/101650488/,"
FANTASTICO ESTUDIO - EXCELENTE UBICACION!
Metro Madrid - Marqués de la Valdavia.
Totalmente reformado y amueblado + Smart tv + aire acondicionado.
No dudes en concertar una visita ahora!
Todo tipo de comercio en la zona, supermercados, restaurantes, farmacias, tiendas de alimentación, parques y varias paradas de aut
",ALCOBENDASMADRID,alquiler
1350,Piso en Calle de la Sonrisa 12,62,2,Planta 3ª exterior con ascensor,/inmueble/109419196/,"
Se alquila piso muy luminoso recién renovado
Dos dormitorios
Salón con mirador y orientación sur
Baño y Aseo
Tendedero con lavadora
Cocina con lavavajillas, horno, frigorífico y microondas
Suelo nuevo en toda la casa y recién pintada.
Armarios empotrados con cajoneras
Estores en los dormitorios.
Barras de cortinas en
",ALCOBENDASMADRID,alquiler
890,Estudio en Perdiguera 1,Planta,25,,/inmueble/106880303/,"
¡HASTA UN 20% OFF Y SERVICIOS EXTRA GRATIS!
TODO INCLUIDO | SIN COMISIONES DE AGENCIA | FLEXIBILIDAD EN LAS ESTANCIAS
¡Parking GRATIS para estancias de más de 10 meses!
*El precio visible ya tiene aplicado un 20% de descuento. Promoción válida solo para tipologías de estudio y 1 dormitorio y 4 habitaciones. Consult
",ALCOBENDASMADRID,alquiler
1199,Piso en Perdiguera 1,35,1,Planta 1ª exterior con ascensor,/inmueble/106880271/,"
¡HASTA UN 20% OFF Y SERVICIOS EXTRA GRATIS!
TODO INCLUIDO | SIN COMISIONES DE AGENCIA | FLEXIBILIDAD EN LAS ESTANCIAS
¡Parking GRATIS para estancias de más de 10 meses!
*El precio visible ya tiene aplicado un 20% de descuento. Promoción válida solo para tipologías de estudio y 1 dormitorio y 4 habitaciones. Consult
",ALCOBENDASMADRID,alquiler
1886,Piso en Perdiguera 1,50,2,Planta 1ª exterior con ascensor,/inmueble/106880293/,"
TODO INCLUIDO | SIN COMISIONES DE AGENCIA | FLEXIBILIDAD EN LAS ESTANCIAS
Be Casa Alcobendas: vive como quieras, el tiempo que quieras.
Be Casa es un nuevo concepto de alquiler flexible que combina la privacidad de un apartamento, los servicios de un hotel y espacios comunes diseñados para convivir y disfrutar.
P
",ALCOBENDASMADRID,alquiler
1581,Piso en Avenida De La Industria 7,30,1,Bajo exterior con ascensor,/inmueble/107042576/,"
SIN COMISIONES DE AGENCIA. TODO INCLUIDO. SE ADMITEN PERROS. En Calido, elegimos cada enclave pensando en ofrecerte lo mejor de dos mundos: la tranquilidad y el confort de un entorno relajado, sin renunciar a la proximidad con el ritmo vibrante de la gran ciudad. Aquí, siempre tendrás planes a mano, tanto dentro de Cal
",ALCOBENDASMADRID,alquiler
1296,Estudio en Avenida De La Industria 7,Bajo,21,,/inmueble/107042563/,"
SIN COMISIONES DE AGENCIA. TODO INCLUIDO. SE ADMITEN PERROS.
En Calido, elegimos cada enclave pensando en ofrecerte lo mejor de dos mundos: la tranquilidad y el confort de un entorno relajado, sin renunciar a la proximidad con el ritmo vibrante de la gran ciudad. Aquí, siempre tendrás planes a mano, tanto dentro de Ca
",ALCOBENDASMADRID,alquiler
1956,Piso en Perdiguera 1,50,2,Planta 1ª exterior con ascensor,/inmueble/108580604/,"
TODO INCLUIDO | SIN COMISIONES DE AGENCIA | FLEXIBILIDAD EN LAS ESTANCIAS
Be Casa Alcobendas: vive como quieras, el tiempo que quieras.
Be Casa es un nuevo concepto de alquiler flexible que combina la privacidad de un apartamento, los servicios de un hotel y espacios comunes diseñados para convivir y disfrutar.
P
",ALCOBENDASMADRID,alquiler
1750,Estudio en Avenida de la Industria 42,Bajo,130,9 horas,/inmueble/103677963/,"
Bonito Loft, amplio y amueblado. Cerca de La Moraleja y Centros Comerciales. Metro La Granja a 300 metros. En el salon hay un sofa cama para dos personas mas. Gimnasios y Rocodromo andando.
",ALCOBENDASMADRID,alquiler
1500,Piso en Avenida De La Industria 7,30,1,Planta 1ª exterior con ascensor,/inmueble/107042501/,"
SIN COMISIONES DE AGENCIAS. TODO INCLUIDO. SE ADMITEN PERROS.
En Calido, elegimos cada enclave pensando en ofrecerte lo mejor de dos mundos: la tranquilidad y el confort de un entorno relajado, sin renunciar a la proximidad con el ritmo vibrante de la gran ciudad. Aquí, siempre tendrás planes a mano, tanto dentro de Ca
",ALCOBENDASMADRID,alquiler
1560,Piso en Avenida De La Industria 7,30,1,Planta 3ª exterior con ascensor,/inmueble/107042559/,"
SIN COMISIONES DE AGENCIA. TODO INCLUIDO. SE ADMITEN PERROS.
En Calido, elegimos cada enclave pensando en ofrecerte lo mejor de dos mundos: la tranquilidad y el confort de un entorno relajado, sin renunciar a la proximidad con el ritmo vibrante de la gran ciudad. Aquí, siempre tendrás planes a mano, tanto dentro de Cal
",ALCOBENDASMADRID,alquiler
1063,Estudio en Avenida De La Industria 7,Bajo,21,,/inmueble/107042561/,"
SIN COMISIONES DE AGENCIA. TODO INCLUIDO. SE ADMITEN PERROS.
En Calido, elegimos cada enclave pensando en ofrecerte lo mejor de dos mundos: la tranquilidad y el confort de un entorno relajado, sin renunciar a la proximidad con el ritmo vibrante de la gran ciudad. Aquí, siempre tendrás planes a mano, tanto dentro de Cal
",ALCOBENDASMADRID,alquiler
1275,Estudio en Avenida De La Industria 7,Bajo,29,,/inmueble/107042564/,"
SIN COMISIONES DE AGENCIA. TODO INCLUIDO. SE ADMITEN PERROS.
En Calido, elegimos cada enclave pensando en ofrecerte lo mejor de dos mundos: la tranquilidad y el confort de un entorno relajado, sin renunciar a la proximidad con el ritmo vibrante de la gran ciudad. Aquí, siempre tendrás planes a mano, tanto dentro de Cal
",ALCOBENDASMADRID,alquiler
2717,Piso en Perdiguera 1,86,4,Planta 1ª exterior con ascensor,/inmueble/108262246/,"
¡HASTA UN 20% OFF Y SERVICIOS EXTRA GRATIS!
TODO INCLUIDO | SIN COMISIONES DE AGENCIA | FLEXIBILIDAD EN LAS ESTANCIAS
¡Parking GRATIS para estancias de más de 10 meses!
*El precio visible ya tiene aplicado un 20% de descuento. Promoción válida solo para tipologías de estudio y 1 dormitorio y 4 habitaciones. Consult
",ALCOBENDASMADRID,alquiler
1350,Piso en Carretera de Fuencarral 14,88,1,Bajo exterior con ascensor,/inmueble/97747059/,"
Loft recién reformado, con gran amplitud y una distribución inteligente en dos alturas.
Cocina equipada con electrodomésticos de alta gama: vitrocerámica, campana con filtro de carbono TEKA. horno y microondas, lavavajillas, lavadora-secadora y frigorífico-congelador.
Climatización por bombas de frío/calor marca DAIK
",ALCOBENDASMADRID,alquiler
1400,Dúplex en Carretera de Fuencarral Valdelacasa,125,1,Planta 3ª exterior con ascensor,/inmueble/108440354/,"
Rea Inmobiliaria presenta en EXCLUSIVA este magnífico loft completamente reformado y amueblado a estrenar, listo para entrar a vivir. Situado en una zona inmejorable, ofrece una luminosidad excepcional gracias a sus grandes ventanales y una distribución inteligente en dos alturas.
Distribución y características:
Plan
",ALCOBENDASMADRID,alquiler
2450,Piso en Calle de Luis Rodríguez Ontiveros Ensanche,138,3, exterior con ascensor,/inmueble/108368245/,"
Ático con terraza, ubicado en un desarrollo exclusivo en el centro de Alcobendas
Engel & Völkers presenta este magnífico ático con terraza, ubicado en una promoción exclusiva en el centro de Alcobendas. La propiedad, completamente exterior, se destaca por sus impresionantes vistas panorámicas al norte de Madrid y su or
",ALCOBENDASMADRID,alquiler
1150,Piso en Juan Ramon Jimenez Norte,74,1,Planta 1ª exterior con ascensor,/inmueble/95156239/,"
Living La Moraleja, alquila magnifico piso en unas de las mejores zonas de Alcobendas ( Alcobendas Norte
La vivienda cuenta con 74 metros en planta que se distribuyen en salón, Un dormitorio, un baño, amplia cocina equipada con electrodomésticos, y casa amueblada.
Terraza-solárium muy amplia. Toda la casa es muy lumi
",ALCOBENDASMADRID,alquiler
2500,Piso en Paseo de la Chopera Norte,140,3,Bajo exterior con ascensor,/inmueble/109381586/,"
NEW HOUSE INMOBILIARIA presenta en exclusiva formidable, piso bajo con jardín en Alcobendas.
En la reconocido urbanización de La Pérgola en Alcobendas se encuentra este formidable, piso de tres dormitorios y dos baños con plaza de garaje con cargador para coche eléctrico y caseta trastero ubicado en el jardín.
Su dis
",ALCOBENDASMADRID,alquiler
3240,Piso en Av. Doctor Severo Ochoa 44,120,3,Planta 2ª exterior con ascensor,/inmueble/86573296/,"
¡Disponible a partir de OCTUBRE!
Moderno apartamento Homeclub en alquiler mensual
¡Ideal para estancias temporales con todas las comodidades incluidas!
Incluye en el precio:
- Electricidad (hasta 150 €/mes), Gas (hasta 150 €/mes) e Internet de alta velocidad.
- Sin comisión de agencia. La tarifa de servicio del 4% (
",ALCOBENDASMADRID,alquiler
3200,Piso en Carretera de Fuencarral 44,339,3,Bajo exterior con ascensor,/inmueble/108385068/,"
¡Descubre este impresionante loft de 339 m² en alquiler, situado en una exclusiva urbanización cerrada con seguridad 24 horas! Este espacio único, que cuenta con una entreplanta de 53 m², es ideal para quienes buscan comodidad y estilo. La cocina está completamente equipada con electrodomésticos modernos, perfecta para
",ALCOBENDASMADRID,alquiler
2100,Piso en Carretera de Fuencarral 44,211,1,Planta 3ª exterior con ascensor,/inmueble/108754253/,"
¡Descubre este espectacular loft de 211 m² en alquiler que combina estilo y comodidad en una urbanización cerrada con seguridad 24 horas! Este moderno espacio cuenta con una entreplanta de 60 m², ideal para crear un rincón de trabajo o un área de descanso. La cocina está completamente equipada y el ambiente se compleme
",ALCOBENDASMADRID,alquiler
1249,Piso en Avenida del Monte Valdelatas 40,40,1,Planta 1ª exterior con ascensor,/inmueble/108225180/,"
Tu nuevo hogar a las puertas de Madrid te espera en Livensa Living Studios Madrid Alcobendas.
Descubre una forma innovadora de vivir con total comodidad y estilo en uno de los entornos más modernos y tranquilos del norte de Madrid. Nuestro concepto de flex-living combina diseño funcional, servicios premium y una ubica
",ALCOBENDASMADRID,alquiler
1450,Estudio en Avenida de la Industria Valdelacasa,Planta,145,,/inmueble/105889424/,"
Inversiones La Moraleja presenta este magnífico Loft díafano a estrenar y muy luminoso en inmejorable localización dentro del polígono de Valdelacasa.
Dispone de una superficie aproximada de 110m2 útiles.
Zona diáfana muy amplia y luminosa con enormes ventanales de 4m de anchura y 2m de altura. Orientación sur y extr
",ALCOBENDASMADRID,alquiler
1250,Piso en Plaza de la Encina 3,85,3,Entreplanta exterior con ascensor,/inmueble/108418919/,"
Elige vivir en una zona tranquila y con todos los servicios a tu alcance en el centro de Alcobendas, junto al ayuntamiento de la ciudad. Perfectamente comunicado con paradas de bus a 2 minutos, a 5 minutos de la estación de Cercanías y a 10 minutos del metro.
La vivienda dispone de una amplia cocina para comidas y cena
",ALCOBENDASMADRID,alquiler
825,Piso en Calle de León Pérez Bayo 5,55,1,Bajo exterior sin ascensor,/inmueble/86458074/,"
Se alquila bonito dúplex de un dormitorio, situado entre C/ Chopera y C/Marqués de la Valdavia. Consta de salón/recibidor, cocina completamente equipada con electrodomésticos, cuarto de baño y amplio dormitorio con armario de gran capacidad. Ventana con doble cristal, iluminación LED en todas las estancias, aire acondi
",ALCOBENDASMADRID,alquiler
2500,Piso en Valdelacasa Alcobendas,140,1,Planta 1ª exterior con ascensor,/inmueble/107977628/,"
La Inmobiliaria Internacional CPM tiene el placer de presentar este exclusivo y luminoso dúplex recién reformado y totalmente amueblado, de 140 m2 y 2 dormitorios; situado próximo al metro La Granja, que consta de los siguientes elementos:
Planta entrada: Hall de entrada. Una cocina totalmente equipada, con todos los
",ALCOBENDASMADRID,alquiler
1300,Piso en Calle de Valencia Ensanche,98,3,Planta 1ª exterior con ascensor,/inmueble/109238123/,"
¡Descubre tu nuevo hogar! Este espectacular piso en alquiler, situado en una tranquila zona residencial, cuenta con aproximadamente 98 m² construidos, ideales para disfrutar de la comodidad y el espacio que necesitas. Con tres dormitorios, uno de ellos perfecto como despacho para teletrabajar, y dos baños completos, es
",ALCOBENDASMADRID,alquiler
