Descripcion,Descripcion_larga,Distrito,Habitaciones,Link,Localidad,Operacion,Precio,Tamano
 sin ascensor,"
DISPONIBLE EN: Octubre.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
No se aceptan alquileres inferiores a 1 mes
Edad aceptada: No hay preferencia
*************
¿CÓMO FUNCIONA SPACEST.COM?
Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para el
",ALCORCONMADRID,1,/inmueble/109258382/,Piso en Calle Tomillo s/n,alquiler,1636,50.0
 sin ascensor,"
DISPONIBLE EN: Octubre.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
No se aceptan alquileres inferiores a 1 mes
Edad aceptada: No hay preferencia
*************
¿CÓMO FUNCIONA SPACEST.COM?
Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para el
",ALCORCONMADRID,1,/inmueble/109258380/,Piso en Calle Tomillo s/n,alquiler,1500,50.0
 sin ascensor,"
DISPONIBLE EN: Octubre.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
No se aceptan alquileres inferiores a 5 meses
Edad aceptada: No hay preferencia
*************
¿CÓMO FUNCIONA SPACEST.COM?
Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para
",ALCORCONMADRID,1,/inmueble/109177586/,Piso en Calle Tomillo s/n,alquiler,1500,50.0
 sin ascensor,"
DISPONIBLE EN: Septiembre.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
No se aceptan alquileres inferiores a 1 mes
Edad aceptada: No hay preferencia
*************
¿CÓMO FUNCIONA SPACEST.COM?
Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para
",ALCORCONMADRID,1,/inmueble/109177599/,Piso en Calle Tomillo s/n,alquiler,1854,50.0
Planta 2ª exterior con ascensor,"
 Se alquila exclusivo loft dúplex con gran terraza privada 
Recién pintado en blanco.
Un espacio diferente, amplio y lleno de luz, distribuido en tres plantas que combinan diseño, comodidad y estilo.
En la planta principal se encuentra un gran salón con cocina abierta integrada, perfecto para disfrutar tanto del d
",ALCORCONMADRID,1,/inmueble/104325064/,Dúplex en Avenida M-40 15,alquiler,1200,145.0
Planta 3ª exterior con ascensor,"
Obtén MEDIO MES gratuito firmando el contrato antes del 30/09/25. *Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.
Estupenda vivienda de 3 dormitorios ¡Con garaje y trastero incliudos!
*Es condición esencial permanecer en la vivienda al menos 12 meses, de no ser así la promoción qued
",ALCORCONMADRID,3,/inmueble/109407151/,Piso en Calle Estocolmo Parque oeste - Fuente Cisneros,alquiler,1130,95.0
Bajo exterior con ascensor,"
Por razones operativas se dará preferencia a los contactos online y no por teléfono. Información más detallada en nuestra Web.
Exclusivo BAJO CON JARDÍN de 4 dormitorios EN UNA SOLA PLANTA, que además dispone de 2 TERRAZAS de 50 m2 y 16 m2, ubicado en la mejor zona de Parque Oeste, en Alcorcón, rodeado de todo tipo de
",ALCORCONMADRID,4,/inmueble/109409558/,Piso en Calle Liverpool Parque oeste - Fuente Cisneros,alquiler,1800,136.0
Planta 1ª exterior con ascensor,"
Obtén MEDIO MES gratuito firmando el contrato antes del 30/09/25. *Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.
Vivienda de 1 dormitorio y además ¡con garaje y trastero incluidos!
*Es condición esencial permanecer en la vivienda al menos 12 meses, de no ser así la promoción queda
",ALCORCONMADRID,1,/inmueble/109407152/,Piso en Calle Estocolmo Parque oeste - Fuente Cisneros,alquiler,1000,69.0
Planta 3ª exterior con ascensor,"
Obtén MEDIO MES gratuito firmando el contrato antes del 30/09/25. *Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.
Estupenda vivienda de 2 dormitorios ¡con garaje incluido!
*Es condición esencial permanecer en la vivienda al menos 12 meses, de no ser así la promoción quedará sin efe
",ALCORCONMADRID,2,/inmueble/109355090/,Piso en Calle Estocolmo Parque oeste - Fuente Cisneros,alquiler,1270,93.0
Planta 5ª exterior con ascensor,"
Se alquila estupenda vivienda exterior y muy luminosa de 91m2 (82 útiles) según catastro. Consta de 3 dormitorios, 1 cuarto de baño, salón y cocina independiente equipada con electrodomésticos. Dispone de puerta blindada, suelos de parquet, armarios empotrados, terraza, ventanas de aluminio y calefacción central con co
",ALCORCONMADRID,3,/inmueble/108745076/,Piso en Calle Matadero 10,alquiler,1000,91.0
,"
Contáctanos preferiblemente por Whatsapp al 6 5 6 9 3 3 3 9 1 seis cinco seis nueve tres tres tres nueve uno.
¡Descubre una nueva forma de vivir en nuestro coliving!
Tarifas habitación individual
• Estancia mayor a 10 meses: 1.500 €
• Estancia entre 4 y 10 meses: 1.636 €
• Estancia entre 1 y 4 meses: 1.854 €
• Es
",ALCORCONMADRID,1,/inmueble/105501989/,Chalet adosado en Calle Tomillo 6,alquiler,1500,41.0
Planta 3ª exterior con ascensor,"
San José de Valderas
Grupo Inmobiliario Ares alquila en la Calle Urano, vivienda de 90 m² construidos, muy luminosa y bien distribuida. Dispone de 3 dormitorios, 1 baño completo, un amplio salón con acceso directo a una gran terraza perfecta para disfrutar del aire libre y una cocina espaciosa totalmente equipada, con
",ALCORCONMADRID,3,/inmueble/109374130/,Piso en Calle Urano Valderas - Los Castillos,alquiler,1400,90.0
,"
¡Descubre una nueva forma de vivir en nuestro coliving!
Tarifas habitación individual
• Estancia mayor a 10 meses: 1.500 €
• Estancia entre 4 y 10 meses: 1.636 €
• Estancia entre 1 y 4 meses: 1.854 €
• Estancia menor a 1 mes: 2.072 €
Pareja o 2 personas
Precio 275 € más en todos los rangos.
Tasa de reserva una m
",ALCORCONMADRID,1,/inmueble/105501685/,Chalet adosado en Calle Tomillo 6,alquiler,1500,41.0
Planta 4ª exterior con ascensor,"
AREA UNO ENSANCHE SUR ( ) ALQUILA piso de 3 habitaciones, 2 baños, 2 plazas de garaje y piscina, en el Ensanche Sur de Alcorcón, Madrid.
REQUISITOS PARA ALQUILAR:
1 mes de fianza
1 mes de garantía adicional
1 mensualidad del mes corriente
3 últimas nóminas
Declaración de la renta
Vida laboral
Contrato indefinido
Ing
",ALCORCONMADRID,3,/inmueble/109393589/,Piso en Prado de Santo Domingo Alcorcón,alquiler,1260,95.0
Planta 1ª exterior con ascensor,"
-Parque Lisboa-
Grupo Inmobiliario Ares alquila en la Calle Principe Juan Carlos, piso de torre de 156 m2 mas 40 de terraza, compuesto por 4 dormitorios, 2 baños, salón independiente con acceso a la terraza y cocina. Primera planta, exterior, se entregara parcialmente amueblado. Calefacción central y agua fría incluido
",ALCORCONMADRID,4,/inmueble/104895666/,Piso en Calle Príncipe Don Juan Carlos Parque Lisboa - La Paz,alquiler,1600,156.0
Planta 1ª exterior con ascensor,"
Fantástico loft, ático, dúplex. cuenta con una superficie de 95m.
Distribuidos en dos plantas mas la tercera con una estupenda terraza de 25 metros cuadrados.
La parte superior esta ampliada aunque no aparezca en la fotos.
Planta baja:
Amplio espacio abierto con cocina americana equipada, aseo de cortesía, zona de sal
",ALCORCONMADRID,1,/inmueble/105152893/,Dúplex en Calle Cercedilla Campodón - Ventorro del Cano,alquiler,1150,95.0
,"
Contáctanos preferiblemente por Whatsapp al 6 5 6 9 3 3 3 9 1 seis cinco seis nueve tres tres tres nueve uno.
¡Descubre una nueva forma de vivir en nuestro coliving!
¡Descubre una nueva forma de vivir en nuestro coliving!
Tarifas habitación individual
• Estancia mayor a 10 meses: 1.500 €
• Estancia entre 4 y 10 me
",ALCORCONMADRID,1,/inmueble/105501776/,Chalet adosado en Calle Tomillo 6,alquiler,1500,41.0
,"
¡Descubre una nueva forma de vivir en nuestro coliving!
Tarifas habitación individual
• Estancia mayor a 10 meses: 1.500 €
• Estancia entre 4 y 10 meses: 1.636 €
• Estancia entre 1 y 4 meses: 1.854 €
• Estancia menor a 1 mes: 2.072 €
Pareja o 2 personas
Precio 275 € más en todos los rangos.
Tasa de reserva una m
",ALCORCONMADRID,1,/inmueble/105501543/,Chalet adosado en Calle Tomillo 6,alquiler,1500,41.0
,"
Contáctanos preferiblemente por Whatsapp.
¡Descubre una nueva forma de vivir en nuestro coliving!
Tarifas habitación individual
• Estancia mayor a 10 meses: 1.500 €
• Estancia entre 4 y 10 meses: 1.636 €
• Estancia entre 1 y 4 meses: 1.854 €
• Estancia menor a 1 mes: 2.072 €
Pareja o 2 personas
Precio 275 € más
",ALCORCONMADRID,1,/inmueble/105501897/,Chalet adosado en Calle Tomillo 6,alquiler,1500,41.0
Planta 3ª exterior con ascensor,"
Vivienda en tercera planta con ascensor en urbanización privada en Alcorcón.
La viviernda se distribuye en: hall recibidor, amplio salón comedor, cocina amueblada y equipada con horno, vitrocerámica y campana extractora (la cocina no cuenta con lavadora, lavavajillas y nevera), office tendedero con caldera individual
",ALCORCONMADRID,3,/inmueble/109370954/,Piso en Tr Fuente Cisneros Parque oeste - Fuente Cisneros,alquiler,1100,113.0
Planta 2ª exterior con ascensor,"
Este luminoso piso de 90 m² construidos, ubicado en la segunda planta, te ofrece un estilo de vida inigualable. Disfruta de sus dos amplios dormitorios, un acogedor salón, una cocina funcional y un baño completo. Además, cuenta con una espléndida terraza para disfrutar del aire libre. Todo el piso es exterior, lo que g
",ALCORCONMADRID,2,/inmueble/109347356/,Piso en Calle los Nardos Valderas - Los Castillos,alquiler,1450,90.0
Planta 8ª exterior con ascensor,"
GARANTÍA INMOBILIARIA ALQUILA vivienda ubicada en ALCORCÓN, en zona CENTRO. La vivienda de 85m2, consta de amplio salón-comedor con acceso a terraza, cocina, 1 baño con plato de ducha y 3 dormitorios.
Instalaciones:
-Cocina reformada con tendedero
-Suelos tarima
-Puertas lacadas en blanco
-Paredes gotelé
-Ventanas
",ALCORCONMADRID,3,/inmueble/109338982/,Piso en Calle Mayor Parque Mayor,alquiler,1250,85.0
Planta 3ª interior con ascensor,"
¡ALQUILA AHORA Y LLÉVATE EL PRIMER MES GRATIS!
¡SIN COMISIONES DE AGENCIA!
Gran urbanización con amplias zonas comunes, numerosas zonas verdes, así como grandes espacios abiertos de paseo y recreo. Cuenta, además con un parque infantil en el interior del recinto. Ambiente muy agradable gracias a la generosa vegetación
",ALCORCONMADRID,3,/inmueble/104638396/,Piso en Calle Estocolmo 138,alquiler,1235,96.0
Planta 6ª exterior con ascensor,"
¿Buscas un hogar donde tu familia pueda crecer con comodidad, rodeado de servicios y con todo lo que necesitas al alcance de la mano? Este piso en la Avenida de las Retamas es mucho más que una vivienda: es un estilo de vida.
Con 4 dormitorios amplios -algo muy poco habitual en la zona ofrece espacio de sobra para qui
",ALCORCONMADRID,4,/inmueble/109353261/,Piso en Prado de Santo Domingo Alcorcón,alquiler,1600,131.0
Planta 1ª exterior con ascensor,"
*Se alquila ático-triplex recién reformado*
Con más de 100m2 construidos, este ático, que figura como local, ha sido transformado y distribuido para ofrecer un hogar único.
Distribución por plantas:
Planta baja: recibidor con aseo, espacio de almacenaje, cocina americana abierta y un salón con grandes ventanales.
Pri
",ALCORCONMADRID,2,/inmueble/109301874/,Dúplex en Avenida M-40 13,alquiler,1750,138.0
Planta 1ª exterior con ascensor,"
Inmobiliarias Inmocovep comercializa el alquiler de exclusivo piso u oficina de ESQUINA, con 4 dormitorios, 2 baños y 2 plazas de garaje incluidas en el precio, en la mejor zona del Parque de Lisboa.
SE TRATA DE UNA PRIMERA PLANTA, POR LO QUE PODRÍA ALQUILARSE TAMBIÉN PARA OFICINA O DESPACHO PROFESIONAL, los gastos de
",ALCORCONMADRID,4,/inmueble/108776087/,Piso en Parque Lisboa - La Paz Alcorcón,alquiler,1700,137.0
Bajo exterior con ascensor,"
**Piso en Alquiler con Opción a Compra en Alcorcón**
¡Descubre tu nuevo hogar en el corazón de Alcorcón! Este espectacular piso de 70 m² en planta baja es la oportunidad perfecta para aquellos que buscan un espacio moderno y funcional. Con un salón-comedor luminoso, amplias ventanas que permiten la entrada de luz natu
",ALCORCONMADRID,2,/inmueble/109296150/,Piso en Casco Antiguo Alcorcón,alquiler,1000,70.0
Planta 2ª exterior con ascensor,"
Estupendo piso, ideal para una pareja, situado en el casco antiguo de Alcorcón, muy cerca de comercios y a 5 minutos del Metro y Renfe de Alcorcón Central.
El piso dispone de un amplio salón con aire acondicionado, una habitación, un baño, y una cocina amueblada y equipada, con acceso a terraza-tendedero. También tie
",ALCORCONMADRID,1,/inmueble/105480328/,Piso en Plaza España 2,alquiler,985,72.0
Planta 4ª exterior sin ascensor,"
Piso en alquiler en pleno centro de Alcorcón con todas las comodidades a tu alcance. Metro, renfe y autobús a 3 minutos andando. El piso cuenta con 117m2 construidos con salón independiente con mueble hecho a medida, sofás, aire acondicionado frio/calor, y doble ventana de Pvc, que da acceso a la terraza de 10 m2. Desd
",ALCORCONMADRID,3,/inmueble/89289556/,Piso en Calle Independencia 7,alquiler,1300,117.0
Planta 6ª exterior con ascensor,"
NO SE ATENDERÁN LLAMADAS TELEFÓNICAS. Imprescindible contrato de trabajo indefinido y 3 últimas nóminas con ingresos superiores a 3.000 € mensuales, para cumplir con los requisitos del seguro de impago.
Actualmente estamos recibiendo un volumen muy elevado de solicitudes de vivienda, lo que hace inviable responder a to
",ALCORCONMADRID,2,/inmueble/109101627/,Piso en Parque Ondarreta - Urtinsa Alcorcón,alquiler,1200,85.0
Planta 2ª exterior con ascensor,"
Se alquila precioso piso, totalmente reformado con buenas calidades y muy moderno.
Cocina con todos los electrodomésticos abierta al salón con isla, dormitorio principal en suite con baño y vestidor independiente, dormitorio secundario y otro baño completo. Tiene aire acondicionado y ventiladores y salón y dormitorios
",ALCORCONMADRID,2,/inmueble/109412766/,Piso en Tablas de Daimiel 2,alquiler,1200,80.0
Planta 5ª exterior con ascensor,"
ÁTICO DÚPLEX DE LUJO | 197 m² · 2 TERRAZAS · VISTAS ESPECTACULARES · GARAJE Y TRASTERO
Disponible en alquiler este impresionante ático dúplex de 197 m² con diseño exclusivo, materiales de alta gama, dos terrazas privadas. Una vivienda única, luminosa y muy cómoda, con plaza de garaje y trastero incluidos, ideal para f
",ALCORCONMADRID,4,/inmueble/109017659/,Dúplex en Valderas - Los Castillos Alcorcón,alquiler,2400,197.0
Planta 3ª exterior sin ascensor,"
IMPORTANTE:
Debido a la alta demanda de vivienda actual nos es imposible responder adecuadamente a todos los mensajes que estamos recibiendo, por lo que sólo se atenderán aquellos mensajes en los que se indique claramente la situación de solvencia del interesado para verificar si cumplen con el perfil buscado por el p
",ALCORCONMADRID,3,/inmueble/84343364/,Piso en Casco Antiguo Alcorcón,alquiler,925,65.0
Planta 3ª exterior con ascensor,"
Estupendo piso de 3 habitaciones y 2 baños, cocina con doble comunicacion, hall distribuidor, salon enorme de 22m2, orientacion sur, muy calido y luminoso en invierno, aire acondicionado en salon y habitacion principal, parquet, baños grandes de 4 m2, uno de ellos con ducha, doble ascensor, a 200m de la estacion de met
",ALCORCONMADRID,3,/inmueble/108962140/,Piso en Calle Ministro Fernandez Ordoñez 3,alquiler,1450,95.0
Planta 3ª exterior con ascensor,"
Excelente apartamento de 1 dormitorio tipo suite y 55 m2 en Alcorcón Centro.
Finca SEMINUEVA con ASCENSOR. Con cocina francesa, calefacción gas natural, puerta blindada, armarios empotrados, suelos de parquet, AMUEBLADO, muy buen estado. Mejor ver.
EXCELENTE COMUNICACIÓN, a 1 minuto de estación de Renfe, Metro y autob
",ALCORCONMADRID,1,/inmueble/93045098/,Piso en Calle las Escuelas 4,alquiler,1500,60.0
Planta 4ª exterior con ascensor,"
Vivienda en Leganés Norte, con plaza de garaje y trastero incluidos en en el precio, compuesta por 3 amplias habitaciones con armarios empotrados, gran salón independiente, cocina amueblada y equipada con electrodomésticos, 1 baño completo, armarios empotrados, calefacción Individual de gas natural y aire acondicionado
",LEGANESMADRID,3,/inmueble/109418979/,Piso en Calle Clara Janés Leganés norte,alquiler,1290,85.0
